country	date	population	daily_confirmed	daily_death	daily_recovered	confirmed	death	recovered
United Arab Emirates	2020-01-22	9890402	0	0	0	0	0	0
Australia	2020-01-22	25499884	0	0	0	0	0	0
Brazil	2020-01-22	212559417	0	0	0	0	0	0
Germany	2020-01-22	83783942	0	0	0	0	0	0
Russia	2020-01-22	145934462	0	0	0	0	0	0
France	2020-01-22	65273511	0	0	0	0	0	0
Philippines	2020-01-22	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-22	51269185	0	0	0	1	0	0
Netherlands	2020-01-22	17134872	0	0	0	0	0	0
Canada	2020-01-22	37742154	0	0	0	0	0	0
Malaysia	2020-01-22	32365999	0	0	0	0	0	0
US	2020-01-22	331002651	0	0	0	1	1	0
Mexico	2020-01-22	128932753	0	0	0	0	0	0
Japan	2020-01-22	126476461	0	0	0	2	0	0
Thailand	2020-01-22	69799978	0	0	0	4	0	2
Turkey	2020-01-22	84339067	0	0	0	0	0	0
Spain	2020-01-22	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-22	7547652	2	0	0	0	0	0
Singapore	2020-01-22	5850342	1	0	0	0	0	0
India	2020-01-22	1380004385	0	0	0	0	0	0
Indonesia	2020-01-22	273523615	0	0	0	0	0	0
United Kingdom	2020-01-22	67886011	0	0	0	0	0	0
Vietnam	2020-01-22	97338579	2	0	0	0	0	0
China	2020-01-22	1431776124	93	1	2	548	17	28
United Arab Emirates	2020-01-23	9890402	0	0	0	0	0	0
Australia	2020-01-23	25499884	0	0	0	0	0	0
Brazil	2020-01-23	212559417	0	0	0	0	0	0
Germany	2020-01-23	83783942	0	0	0	0	0	0
Russia	2020-01-23	145934462	0	0	0	0	0	0
France	2020-01-23	65273511	2	0	0	0	0	0
Philippines	2020-01-23	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-23	51269185	1	0	0	1	0	0
Netherlands	2020-01-23	17134872	0	0	0	0	0	0
Canada	2020-01-23	37742154	0	0	0	0	0	0
Malaysia	2020-01-23	32365999	0	0	0	0	0	0
US	2020-01-23	331002651	1	0	0	1	1	0
Mexico	2020-01-23	128932753	0	0	0	0	0	0
Japan	2020-01-23	126476461	0	0	0	2	0	0
Thailand	2020-01-23	69799978	1	0	1	4	0	2
Turkey	2020-01-23	84339067	0	0	0	0	0	0
Spain	2020-01-23	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-23	7547652	0	0	0	2	0	0
Singapore	2020-01-23	5850342	2	0	0	1	0	0
India	2020-01-23	1380004385	0	0	0	0	0	0
Indonesia	2020-01-23	273523615	0	0	0	0	0	0
United Kingdom	2020-01-23	67886011	0	0	0	0	0	0
Vietnam	2020-01-23	97338579	0	0	0	2	0	0
China	2020-01-23	1431776124	277	8	6	641	18	30
United Arab Emirates	2020-01-24	9890402	0	0	0	0	0	0
Australia	2020-01-24	25499884	0	0	0	0	0	0
Brazil	2020-01-24	212559417	0	0	0	0	0	0
Germany	2020-01-24	83783942	0	0	0	0	0	0
Russia	2020-01-24	145934462	0	0	0	0	0	0
France	2020-01-24	65273511	1	0	0	2	0	0
Philippines	2020-01-24	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-24	51269185	0	0	0	2	0	0
Netherlands	2020-01-24	17134872	0	0	0	0	0	0
Canada	2020-01-24	37742154	0	0	0	0	0	0
Malaysia	2020-01-24	32365999	4	0	0	0	0	0
US	2020-01-24	331002651	0	0	0	2	1	0
Mexico	2020-01-24	128932753	0	0	0	0	0	0
Japan	2020-01-24	126476461	0	0	0	2	0	0
Thailand	2020-01-24	69799978	1	0	0	5	0	3
Turkey	2020-01-24	84339067	0	0	0	0	0	0
Spain	2020-01-24	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-24	7547652	3	0	0	2	0	0
Singapore	2020-01-24	5850342	0	0	0	3	0	0
India	2020-01-24	1380004385	0	0	0	0	0	0
Indonesia	2020-01-24	273523615	0	0	0	0	0	0
United Kingdom	2020-01-24	67886011	0	0	0	0	0	0
Vietnam	2020-01-24	97338579	0	0	0	2	0	0
China	2020-01-24	1431776124	483	16	3	918	26	36
United Arab Emirates	2020-01-25	9890402	0	0	0	0	0	0
Australia	2020-01-25	25499884	4	0	0	0	0	0
Brazil	2020-01-25	212559417	0	0	0	0	0	0
Germany	2020-01-25	83783942	0	0	0	0	0	0
Russia	2020-01-25	145934462	0	0	0	0	0	0
France	2020-01-25	65273511	0	0	0	3	0	0
Philippines	2020-01-25	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-25	51269185	1	0	0	2	0	0
Netherlands	2020-01-25	17134872	0	0	0	0	0	0
Canada	2020-01-25	37742154	1	0	0	0	0	0
Malaysia	2020-01-25	32365999	0	0	0	4	0	0
US	2020-01-25	331002651	3	0	0	2	1	0
Mexico	2020-01-25	128932753	0	0	0	0	0	0
Japan	2020-01-25	126476461	2	0	1	2	0	0
Thailand	2020-01-25	69799978	2	0	3	6	0	3
Turkey	2020-01-25	84339067	0	0	0	0	0	0
Spain	2020-01-25	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-25	7547652	3	0	0	5	0	0
Singapore	2020-01-25	5850342	1	0	0	3	0	0
India	2020-01-25	1380004385	0	0	0	0	0	0
Indonesia	2020-01-25	273523615	0	0	0	0	0	0
United Kingdom	2020-01-25	67886011	0	0	0	0	0	0
Vietnam	2020-01-25	97338579	0	0	0	2	0	0
China	2020-01-25	1431776124	666	14	10	1401	42	39
United Arab Emirates	2020-01-26	9890402	0	0	0	0	0	0
Australia	2020-01-26	25499884	1	0	0	4	0	0
Brazil	2020-01-26	212559417	0	0	0	0	0	0
Germany	2020-01-26	83783942	1	0	0	0	0	0
Russia	2020-01-26	145934462	0	0	0	0	0	0
France	2020-01-26	65273511	0	0	0	3	0	0
Philippines	2020-01-26	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-26	51269185	1	0	0	3	0	0
Netherlands	2020-01-26	17134872	0	0	0	0	0	0
Canada	2020-01-26	37742154	0	0	0	1	0	0
Malaysia	2020-01-26	32365999	0	0	0	4	0	0
US	2020-01-26	331002651	0	0	0	5	1	0
Mexico	2020-01-26	128932753	0	0	0	0	0	0
Japan	2020-01-26	126476461	0	0	0	4	0	1
Thailand	2020-01-26	69799978	0	0	0	8	0	6
Turkey	2020-01-26	84339067	0	0	0	0	0	0
Spain	2020-01-26	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-26	7547652	0	0	0	8	0	0
Singapore	2020-01-26	5850342	1	0	0	4	0	0
India	2020-01-26	1380004385	0	0	0	0	0	0
Indonesia	2020-01-26	273523615	0	0	0	0	0	0
United Kingdom	2020-01-26	67886011	0	0	0	0	0	0
Vietnam	2020-01-26	97338579	0	0	0	2	0	0
China	2020-01-26	1431776124	802	26	9	2067	56	49
United Arab Emirates	2020-01-27	9890402	0	0	0	0	0	0
Australia	2020-01-27	25499884	0	0	0	5	0	0
Brazil	2020-01-27	212559417	0	0	0	0	0	0
Germany	2020-01-27	83783942	3	0	0	1	0	0
Russia	2020-01-27	145934462	0	0	0	0	0	0
France	2020-01-27	65273511	1	0	0	3	0	0
Philippines	2020-01-27	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-27	51269185	0	0	0	4	0	0
Netherlands	2020-01-27	17134872	0	0	0	0	0	0
Canada	2020-01-27	37742154	1	0	0	1	0	0
Malaysia	2020-01-27	32365999	0	0	0	4	0	0
US	2020-01-27	331002651	0	0	0	5	1	0
Mexico	2020-01-27	128932753	0	0	0	0	0	0
Japan	2020-01-27	126476461	3	0	0	4	0	1
Thailand	2020-01-27	69799978	6	0	0	8	0	6
Turkey	2020-01-27	84339067	0	0	0	0	0	0
Spain	2020-01-27	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-27	7547652	0	0	0	8	0	0
Singapore	2020-01-27	5850342	2	0	0	5	0	0
India	2020-01-27	1380004385	0	0	0	0	0	0
Indonesia	2020-01-27	273523615	0	0	0	0	0	0
United Kingdom	2020-01-27	67886011	0	0	0	0	0	0
Vietnam	2020-01-27	97338579	0	0	0	2	0	0
China	2020-01-27	1431776124	2632	49	43	2869	82	58
United Arab Emirates	2020-01-28	9890402	4	0	0	0	0	0
Australia	2020-01-28	25499884	1	0	0	5	0	0
Brazil	2020-01-28	212559417	0	0	0	0	0	0
Germany	2020-01-28	83783942	0	0	0	4	0	0
Russia	2020-01-28	145934462	0	0	0	0	0	0
France	2020-01-28	65273511	1	0	0	4	0	0
Philippines	2020-01-28	109581078	0	0	0	0	0	0
"Korea, South"	2020-01-28	51269185	0	0	0	4	0	0
Netherlands	2020-01-28	17134872	0	0	0	0	0	0
Canada	2020-01-28	37742154	0	0	0	2	0	0
Malaysia	2020-01-28	32365999	3	0	0	4	0	0
US	2020-01-28	331002651	1	0	0	5	1	0
Mexico	2020-01-28	128932753	0	0	0	0	0	0
Japan	2020-01-28	126476461	0	0	0	7	0	1
Thailand	2020-01-28	69799978	0	0	0	14	0	6
Turkey	2020-01-28	84339067	0	0	0	0	0	0
Spain	2020-01-28	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-28	7547652	2	0	0	8	0	0
Singapore	2020-01-28	5850342	0	0	0	7	0	0
India	2020-01-28	1380004385	0	0	0	0	0	0
Indonesia	2020-01-28	273523615	0	0	0	0	0	0
United Kingdom	2020-01-28	67886011	0	0	0	0	0	0
Vietnam	2020-01-28	97338579	0	0	0	2	0	0
China	2020-01-28	1431776124	576	2	19	5501	131	101
United Arab Emirates	2020-01-29	9890402	0	0	0	4	0	0
Australia	2020-01-29	25499884	3	0	2	6	0	0
Brazil	2020-01-29	212559417	0	0	0	0	0	0
Germany	2020-01-29	83783942	0	0	0	4	0	0
Russia	2020-01-29	145934462	0	0	0	0	0	0
France	2020-01-29	65273511	0	0	0	5	0	0
Philippines	2020-01-29	109581078	1	0	0	0	0	0
"Korea, South"	2020-01-29	51269185	0	0	0	4	0	0
Netherlands	2020-01-29	17134872	0	0	0	0	0	0
Canada	2020-01-29	37742154	0	0	0	2	0	0
Malaysia	2020-01-29	32365999	1	0	0	7	0	0
US	2020-01-29	331002651	0	0	0	6	1	0
Mexico	2020-01-29	128932753	0	0	0	0	0	0
Japan	2020-01-29	126476461	4	0	0	7	0	1
Thailand	2020-01-29	69799978	0	0	1	14	0	6
Turkey	2020-01-29	84339067	0	0	0	0	0	0
Spain	2020-01-29	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-29	7547652	0	0	0	10	0	0
Singapore	2020-01-29	5850342	3	0	0	7	0	0
India	2020-01-29	1380004385	1	0	0	0	0	0
Indonesia	2020-01-29	273523615	0	0	0	0	0	0
United Kingdom	2020-01-29	67886011	0	0	0	0	0	0
Vietnam	2020-01-29	97338579	0	0	0	2	0	0
China	2020-01-29	1431776124	2054	38	15	6077	133	120
United Arab Emirates	2020-01-30	9890402	0	0	0	4	0	0
Australia	2020-01-30	25499884	0	0	0	9	0	2
Brazil	2020-01-30	212559417	0	0	0	0	0	0
Germany	2020-01-30	83783942	1	0	0	4	0	0
Russia	2020-01-30	145934462	2	0	0	0	0	0
France	2020-01-30	65273511	0	0	0	5	0	0
Philippines	2020-01-30	109581078	0	0	0	1	0	0
"Korea, South"	2020-01-30	51269185	7	0	0	4	0	0
Netherlands	2020-01-30	17134872	0	0	0	0	0	0
Canada	2020-01-30	37742154	2	0	0	2	0	0
Malaysia	2020-01-30	32365999	0	0	0	8	0	0
US	2020-01-30	331002651	2	0	0	6	1	0
Mexico	2020-01-30	128932753	0	0	0	0	0	0
Japan	2020-01-30	126476461	4	0	0	11	0	1
Thailand	2020-01-30	69799978	5	0	1	14	0	7
Turkey	2020-01-30	84339067	0	0	0	0	0	0
Spain	2020-01-30	46754778	0	0	0	0	0	0
Hong Kong(China)	2020-01-30	7547652	2	0	0	10	0	0
Singapore	2020-01-30	5850342	3	0	0	10	0	0
India	2020-01-30	1380004385	0	0	0	1	0	0
Indonesia	2020-01-30	273523615	0	0	0	0	0	0
United Kingdom	2020-01-30	67886011	2	0	0	0	0	0
Vietnam	2020-01-30	97338579	0	0	0	2	0	0
China	2020-01-30	1431776124	1659	42	79	8131	171	135
United Arab Emirates	2020-01-31	9890402	0	0	0	4	0	0
Australia	2020-01-31	25499884	3	0	0	9	0	2
Brazil	2020-01-31	212559417	0	0	0	0	0	0
Germany	2020-01-31	83783942	3	0	0	5	0	0
Russia	2020-01-31	145934462	0	0	0	2	0	0
France	2020-01-31	65273511	1	0	0	5	0	0
Philippines	2020-01-31	109581078	0	0	0	1	0	0
"Korea, South"	2020-01-31	51269185	1	0	0	11	0	0
Netherlands	2020-01-31	17134872	0	0	0	0	0	0
Canada	2020-01-31	37742154	0	0	0	4	0	0
Malaysia	2020-01-31	32365999	0	0	0	8	0	0
US	2020-01-31	331002651	0	0	0	8	1	0
Mexico	2020-01-31	128932753	0	0	0	0	0	0
Japan	2020-01-31	126476461	5	0	0	15	0	1
Thailand	2020-01-31	69799978	0	0	0	19	0	8
Turkey	2020-01-31	84339067	0	0	0	0	0	0
Spain	2020-01-31	46754778	1	0	0	0	0	0
Hong Kong(China)	2020-01-31	7547652	1	0	0	12	0	0
Singapore	2020-01-31	5850342	3	0	0	13	0	0
India	2020-01-31	1380004385	0	0	0	1	0	0
Indonesia	2020-01-31	273523615	0	0	0	0	0	0
United Kingdom	2020-01-31	67886011	0	0	0	2	0	0
Vietnam	2020-01-31	97338579	4	0	1	2	0	0
China	2020-01-31	1431776124	2088	46	61	9790	213	214
United Arab Emirates	2020-02-01	9890402	1	0	0	4	0	0
Australia	2020-02-01	25499884	0	0	0	12	0	2
Brazil	2020-02-01	212559417	0	0	0	0	0	0
Germany	2020-02-01	83783942	2	0	0	8	0	0
Russia	2020-02-01	145934462	0	0	0	2	0	0
France	2020-02-01	65273511	0	0	0	6	0	0
Philippines	2020-02-01	109581078	1	1	0	1	0	0
"Korea, South"	2020-02-01	51269185	3	0	0	12	0	0
Netherlands	2020-02-01	17134872	0	0	0	0	0	0
Canada	2020-02-01	37742154	0	0	0	4	0	0
Malaysia	2020-02-01	32365999	0	0	0	8	0	0
US	2020-02-01	331002651	0	0	0	8	1	0
Mexico	2020-02-01	128932753	0	0	0	0	0	0
Japan	2020-02-01	126476461	0	0	0	20	0	1
Thailand	2020-02-01	69799978	0	0	1	19	0	8
Turkey	2020-02-01	84339067	0	0	0	0	0	0
Spain	2020-02-01	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-01	7547652	2	0	0	13	0	0
Singapore	2020-02-01	5850342	2	0	0	16	0	0
India	2020-02-01	1380004385	1	0	0	1	0	0
Indonesia	2020-02-01	273523615	0	0	0	0	0	0
United Kingdom	2020-02-01	67886011	0	0	0	2	0	0
Vietnam	2020-02-01	97338579	0	0	0	6	0	1
China	2020-02-01	1431776124	4737	102	188	11878	259	275
United Arab Emirates	2020-02-02	9890402	0	0	0	5	0	0
Australia	2020-02-02	25499884	0	0	0	12	0	2
Brazil	2020-02-02	212559417	0	0	0	0	0	0
Germany	2020-02-02	83783942	2	0	0	10	0	0
Russia	2020-02-02	145934462	0	0	0	2	0	0
France	2020-02-02	65273511	0	0	0	6	0	0
Philippines	2020-02-02	109581078	0	0	0	2	1	0
"Korea, South"	2020-02-02	51269185	0	0	0	15	0	0
Netherlands	2020-02-02	17134872	0	0	0	0	0	0
Canada	2020-02-02	37742154	0	0	0	4	0	0
Malaysia	2020-02-02	32365999	0	0	0	8	0	0
US	2020-02-02	331002651	3	0	0	8	1	0
Mexico	2020-02-02	128932753	0	0	0	0	0	0
Japan	2020-02-02	126476461	0	0	0	20	0	1
Thailand	2020-02-02	69799978	0	0	0	19	0	9
Turkey	2020-02-02	84339067	0	0	0	0	0	0
Spain	2020-02-02	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-02	7547652	0	0	0	15	0	0
Singapore	2020-02-02	5850342	0	0	0	18	0	0
India	2020-02-02	1380004385	1	0	0	2	0	0
Indonesia	2020-02-02	273523615	0	0	0	0	0	0
United Kingdom	2020-02-02	67886011	6	0	0	2	0	0
Vietnam	2020-02-02	97338579	2	0	0	6	0	1
China	2020-02-02	1431776124	3086	64	151	16615	361	463
United Arab Emirates	2020-02-03	9890402	0	0	0	5	0	0
Australia	2020-02-03	25499884	1	0	0	12	0	2
Brazil	2020-02-03	212559417	0	0	0	0	0	0
Germany	2020-02-03	83783942	0	0	0	12	0	0
Russia	2020-02-03	145934462	0	0	0	2	0	0
France	2020-02-03	65273511	0	0	0	6	0	0
Philippines	2020-02-03	109581078	0	0	0	2	1	0
"Korea, South"	2020-02-03	51269185	1	0	0	15	0	0
Netherlands	2020-02-03	17134872	0	0	0	0	0	0
Canada	2020-02-03	37742154	0	0	0	4	0	0
Malaysia	2020-02-03	32365999	2	0	0	8	0	0
US	2020-02-03	331002651	0	0	0	11	1	0
Mexico	2020-02-03	128932753	0	0	0	0	0	0
Japan	2020-02-03	126476461	2	0	0	20	0	1
Thailand	2020-02-03	69799978	6	0	1	19	0	9
Turkey	2020-02-03	84339067	0	0	0	0	0	0
Spain	2020-02-03	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-03	7547652	2	1	0	15	0	0
Singapore	2020-02-03	5850342	6	0	0	18	0	0
India	2020-02-03	1380004385	0	0	0	3	0	0
Indonesia	2020-02-03	273523615	0	0	0	0	0	0
United Kingdom	2020-02-03	67886011	0	0	0	8	0	0
Vietnam	2020-02-03	97338579	0	0	0	8	0	1
China	2020-02-03	1431776124	3989	65	229	19701	425	614
United Arab Emirates	2020-02-04	9890402	0	0	0	5	0	0
Australia	2020-02-04	25499884	0	0	0	13	0	2
Brazil	2020-02-04	212559417	0	0	0	0	0	0
Germany	2020-02-04	83783942	0	0	0	12	0	0
Russia	2020-02-04	145934462	0	0	0	2	0	0
France	2020-02-04	65273511	0	0	0	6	0	0
Philippines	2020-02-04	109581078	0	0	0	2	1	0
"Korea, South"	2020-02-04	51269185	3	0	0	16	0	0
Netherlands	2020-02-04	17134872	0	0	0	0	0	0
Canada	2020-02-04	37742154	1	0	0	4	0	0
Malaysia	2020-02-04	32365999	2	0	1	10	0	0
US	2020-02-04	331002651	0	0	0	11	1	0
Mexico	2020-02-04	128932753	0	0	0	0	0	0
Japan	2020-02-04	126476461	1	0	0	22	0	1
Thailand	2020-02-04	69799978	0	0	0	25	0	10
Turkey	2020-02-04	84339067	0	0	0	0	0	0
Spain	2020-02-04	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-04	7547652	4	0	0	17	1	0
Singapore	2020-02-04	5850342	4	0	0	24	0	0
India	2020-02-04	1380004385	0	0	0	3	0	0
Indonesia	2020-02-04	273523615	0	0	0	0	0	0
United Kingdom	2020-02-04	67886011	1	0	0	8	0	0
Vietnam	2020-02-04	97338579	0	0	0	8	0	1
China	2020-02-04	1431776124	3729	72	272	23690	490	843
United Arab Emirates	2020-02-05	9890402	0	0	0	5	0	0
Australia	2020-02-05	25499884	1	0	0	13	0	2
Brazil	2020-02-05	212559417	0	0	0	0	0	0
Germany	2020-02-05	83783942	0	0	0	12	0	0
Russia	2020-02-05	145934462	0	0	0	2	0	0
France	2020-02-05	65273511	0	0	0	6	0	0
Philippines	2020-02-05	109581078	0	0	0	2	1	0
"Korea, South"	2020-02-05	51269185	4	0	0	19	0	0
Netherlands	2020-02-05	17134872	0	0	0	0	0	0
Canada	2020-02-05	37742154	0	0	0	5	0	0
Malaysia	2020-02-05	32365999	2	0	0	12	0	1
US	2020-02-05	331002651	1	0	0	11	1	0
Mexico	2020-02-05	128932753	0	0	0	0	0	0
Japan	2020-02-05	126476461	0	0	0	23	0	1
Thailand	2020-02-05	69799978	0	0	0	25	0	10
Turkey	2020-02-05	84339067	0	0	0	0	0	0
Spain	2020-02-05	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-05	7547652	3	0	0	21	1	0
Singapore	2020-02-05	5850342	0	0	0	28	0	0
India	2020-02-05	1380004385	0	0	0	3	0	0
Indonesia	2020-02-05	273523615	0	0	0	0	0	0
United Kingdom	2020-02-05	67886011	0	0	0	9	0	0
Vietnam	2020-02-05	97338579	2	0	0	8	0	1
China	2020-02-05	1431776124	3144	70	362	27419	562	1115
United Arab Emirates	2020-02-06	9890402	0	0	0	5	0	0
Australia	2020-02-06	25499884	1	0	0	14	0	2
Brazil	2020-02-06	212559417	0	0	0	0	0	0
Germany	2020-02-06	83783942	1	0	0	12	0	0
Russia	2020-02-06	145934462	0	0	0	2	0	0
France	2020-02-06	65273511	0	0	0	6	0	0
Philippines	2020-02-06	109581078	1	0	0	2	1	0
"Korea, South"	2020-02-06	51269185	1	0	1	23	0	0
Netherlands	2020-02-06	17134872	0	0	0	0	0	0
Canada	2020-02-06	37742154	2	0	0	5	0	0
Malaysia	2020-02-06	32365999	1	0	0	14	0	1
US	2020-02-06	331002651	0	0	0	12	1	0
Mexico	2020-02-06	128932753	0	0	0	0	0	0
Japan	2020-02-06	126476461	0	0	0	23	0	1
Thailand	2020-02-06	69799978	0	0	0	25	0	10
Turkey	2020-02-06	84339067	0	0	0	0	0	0
Spain	2020-02-06	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-06	7547652	1	0	0	24	1	0
Singapore	2020-02-06	5850342	2	0	0	28	0	0
India	2020-02-06	1380004385	0	0	0	3	0	0
Indonesia	2020-02-06	273523615	0	0	0	0	0	0
United Kingdom	2020-02-06	67886011	0	0	0	9	0	0
Vietnam	2020-02-06	97338579	0	0	0	10	0	1
China	2020-02-06	1431776124	3522	85	522	30563	632	1477
United Arab Emirates	2020-02-07	9890402	2	0	0	5	0	0
Australia	2020-02-07	25499884	0	0	0	15	0	2
Brazil	2020-02-07	212559417	0	0	0	0	0	0
Germany	2020-02-07	83783942	0	0	0	13	0	0
Russia	2020-02-07	145934462	0	0	0	2	0	0
France	2020-02-07	65273511	5	0	0	6	0	0
Philippines	2020-02-07	109581078	0	0	0	3	1	0
"Korea, South"	2020-02-07	51269185	0	0	0	24	0	1
Netherlands	2020-02-07	17134872	0	0	0	0	0	0
Canada	2020-02-07	37742154	0	0	0	7	0	0
Malaysia	2020-02-07	32365999	1	0	1	15	0	1
US	2020-02-07	331002651	0	0	0	12	1	0
Mexico	2020-02-07	128932753	0	0	0	0	0	0
Japan	2020-02-07	126476461	1	0	0	23	0	1
Thailand	2020-02-07	69799978	7	0	0	25	0	10
Turkey	2020-02-07	84339067	0	0	0	0	0	0
Spain	2020-02-07	46754778	0	0	0	1	0	0
Hong Kong(China)	2020-02-07	7547652	1	0	0	25	1	0
Singapore	2020-02-07	5850342	3	0	2	30	0	0
India	2020-02-07	1380004385	0	0	0	3	0	0
Indonesia	2020-02-07	273523615	0	0	0	0	0	0
United Kingdom	2020-02-07	67886011	4	0	0	9	0	0
Vietnam	2020-02-07	97338579	3	0	0	10	0	1
China	2020-02-07	1431776124	2703	87	597	34085	717	1999
United Arab Emirates	2020-02-08	9890402	0	0	0	7	0	0
Australia	2020-02-08	25499884	0	0	0	15	0	2
Brazil	2020-02-08	212559417	0	0	0	0	0	0
Germany	2020-02-08	83783942	1	0	0	13	0	0
Russia	2020-02-08	145934462	0	0	0	2	0	0
France	2020-02-08	65273511	0	0	0	11	0	0
Philippines	2020-02-08	109581078	0	0	0	3	1	0
"Korea, South"	2020-02-08	51269185	1	0	2	24	0	1
Netherlands	2020-02-08	17134872	0	0	0	0	0	0
Canada	2020-02-08	37742154	0	0	0	7	0	0
Malaysia	2020-02-08	32365999	1	0	1	16	0	2
US	2020-02-08	331002651	0	0	0	12	1	0
Mexico	2020-02-08	128932753	0	0	0	0	0	0
Japan	2020-02-08	126476461	0	0	0	24	0	1
Thailand	2020-02-08	69799978	0	0	1	32	0	10
Turkey	2020-02-08	84339067	0	0	0	0	0	0
Spain	2020-02-08	46754778	1	0	0	1	0	0
Hong Kong(China)	2020-02-08	7547652	3	0	0	26	1	0
Singapore	2020-02-08	5850342	7	0	0	33	0	2
India	2020-02-08	1380004385	0	0	0	3	0	0
Indonesia	2020-02-08	273523615	0	0	0	0	0	0
United Kingdom	2020-02-08	67886011	1	0	0	13	0	0
Vietnam	2020-02-08	97338579	0	0	0	13	0	1
China	2020-02-08	1431776124	3012	100	623	36788	804	2596
United Arab Emirates	2020-02-09	9890402	1	0	0	7	0	0
Australia	2020-02-09	25499884	0	0	0	15	0	2
Brazil	2020-02-09	212559417	0	0	0	0	0	0
Germany	2020-02-09	83783942	0	0	0	14	0	0
Russia	2020-02-09	145934462	0	0	0	2	0	0
France	2020-02-09	65273511	0	0	0	11	0	0
Philippines	2020-02-09	109581078	0	0	0	3	1	0
"Korea, South"	2020-02-09	51269185	2	0	0	25	0	3
Netherlands	2020-02-09	17134872	0	0	0	0	0	0
Canada	2020-02-09	37742154	0	0	0	7	0	0
Malaysia	2020-02-09	32365999	1	0	0	17	0	3
US	2020-02-09	331002651	0	0	0	12	1	0
Mexico	2020-02-09	128932753	0	0	0	0	0	0
Japan	2020-02-09	126476461	2	0	3	24	0	1
Thailand	2020-02-09	69799978	0	0	0	32	0	11
Turkey	2020-02-09	84339067	0	0	0	0	0	0
Spain	2020-02-09	46754778	0	0	0	2	0	0
Hong Kong(China)	2020-02-09	7547652	9	0	0	29	1	0
Singapore	2020-02-09	5850342	5	0	0	40	0	2
India	2020-02-09	1380004385	0	0	0	3	0	0
Indonesia	2020-02-09	273523615	0	0	0	0	0	0
United Kingdom	2020-02-09	67886011	0	0	0	14	0	0
Vietnam	2020-02-09	97338579	1	0	0	13	0	1
China	2020-02-09	1431776124	2516	107	699	39800	904	3219
United Arab Emirates	2020-02-10	9890402	0	0	0	8	0	0
Australia	2020-02-10	25499884	0	0	0	15	0	2
Brazil	2020-02-10	212559417	0	0	0	0	0	0
Germany	2020-02-10	83783942	2	0	0	14	0	0
Russia	2020-02-10	145934462	0	0	0	2	0	0
France	2020-02-10	65273511	0	0	0	11	0	0
Philippines	2020-02-10	109581078	0	0	0	3	1	0
"Korea, South"	2020-02-10	51269185	1	0	0	27	0	3
Netherlands	2020-02-10	17134872	0	0	0	0	0	0
Canada	2020-02-10	37742154	0	0	0	7	0	0
Malaysia	2020-02-10	32365999	0	0	0	18	0	3
US	2020-02-10	331002651	1	0	0	12	1	0
Mexico	2020-02-10	128932753	0	0	0	0	0	0
Japan	2020-02-10	126476461	1	0	5	26	0	4
Thailand	2020-02-10	69799978	1	0	0	32	0	11
Turkey	2020-02-10	84339067	0	0	0	0	0	0
Spain	2020-02-10	46754778	0	0	0	2	0	0
Hong Kong(China)	2020-02-10	7547652	11	0	0	38	1	0
Singapore	2020-02-10	5850342	2	0	7	45	0	2
India	2020-02-10	1380004385	0	0	0	3	0	0
Indonesia	2020-02-10	273523615	0	0	0	0	0	0
United Kingdom	2020-02-10	67886011	1	0	0	14	0	0
Vietnam	2020-02-10	97338579	1	0	5	14	0	1
China	2020-02-10	1431776124	2021	100	718	42316	1011	3918
United Arab Emirates	2020-02-11	9890402	0	0	1	8	0	0
Australia	2020-02-11	25499884	0	0	0	15	0	2
Brazil	2020-02-11	212559417	0	0	0	0	0	0
Germany	2020-02-11	83783942	0	0	0	16	0	0
Russia	2020-02-11	145934462	0	0	2	2	0	0
France	2020-02-11	65273511	0	0	2	11	0	0
Philippines	2020-02-11	109581078	0	0	1	3	1	0
"Korea, South"	2020-02-11	51269185	0	0	4	28	0	3
Netherlands	2020-02-11	17134872	0	0	0	0	0	0
Canada	2020-02-11	37742154	0	0	1	7	0	0
Malaysia	2020-02-11	32365999	0	0	0	18	0	3
US	2020-02-11	331002651	0	0	0	13	1	0
Mexico	2020-02-11	128932753	0	0	0	0	0	0
Japan	2020-02-11	126476461	1	0	0	27	0	9
Thailand	2020-02-11	69799978	0	0	0	33	0	11
